#
# Sprite sheet data for MonoGame.
#
# To learn how to import these sprites into your MonoGame project visit:
# https://www.codeandweb.com/texturepacker/monogame
#
# Sprite sheet: survivor-run@2x.png (1216 x 104)
# $TexturePacker:SmartUpdate:736a2a04e999254fd0b7ef132c0b0743:dc148031c0fa9ca5cbebb7f66f9b9148:9af7c318705ee46374108dd4f0f96851$
#

survivor-run_2;0;497;1;151;102;204;124;0.5099337748344371;0.5
survivor-run_3;0;780;1;128;102;204;124;0.5078125;0.5
survivor-run_4;0;910;1;107;102;204;124;0.5327102803738317;0.5
survivor-run_5;0;1127;1;86;102;204;124;0.5697674418604651;0.5
survivor-run_6;0;1019;1;106;102;204;124;0.5188679245283019;0.5
survivor-run_7;0;650;1;128;102;204;124;0.5;0.5
survivor-run_8;0;344;1;151;102;204;124;0.4966887417218543;0.5
survivor-run_9;0;1;1;170;102;204;124;0.49411764705882355;0.5
survivor-run_12;0;344;1;151;102;204;124;0.4966887417218543;0.5
survivor-run_13;0;650;1;128;102;204;124;0.5;0.5
survivor-run_14;0;1019;1;106;102;204;124;0.5188679245283019;0.5
survivor-run_15;0;1127;1;86;102;204;124;0.5697674418604651;0.5
survivor-run_16;0;910;1;107;102;204;124;0.5327102803738317;0.5
survivor-run_17;0;780;1;128;102;204;124;0.5078125;0.5
survivor-run_18;0;497;1;151;102;204;124;0.5099337748344371;0.5
survivor-run_19;0;173;1;169;102;204;124;0.5088757396449705;0.5
