#
# Sprite sheet data for MonoGame.
#
# To learn how to import these sprites into your MonoGame project visit:
# https://www.codeandweb.com/texturepacker/monogame
#
# Sprite sheet: survivor-run.png (628 x 56)
# $TexturePacker:SmartUpdate:736a2a04e999254fd0b7ef132c0b0743:dc148031c0fa9ca5cbebb7f66f9b9148:9af7c318705ee46374108dd4f0f96851$
#

survivor-run_2;0;311;1;77;52;102;62;0.5064935064935064;0.5
survivor-run_3;0;458;1;65;52;102;62;0.5076923076923077;0.5
survivor-run_4;0;525;1;55;52;102;62;0.5272727272727272;0.5
survivor-run_5;0;582;1;44;52;102;62;0.5681818181818182;0.5
survivor-run_6;1;1;1;52;54;102;62;0.5185185185185185;0.5
survivor-run_7;0;390;1;66;52;102;62;0.5;0.5
survivor-run_8;0;232;1;77;52;102;62;0.4935064935064935;0.5
survivor-run_9;0;55;1;87;52;102;62;0.4942528735632184;0.5
survivor-run_12;0;232;1;77;52;102;62;0.4935064935064935;0.5
survivor-run_13;0;390;1;66;52;102;62;0.5;0.5
survivor-run_14;1;1;1;52;54;102;62;0.5185185185185185;0.5
survivor-run_15;0;582;1;44;52;102;62;0.5681818181818182;0.5
survivor-run_16;0;525;1;55;52;102;62;0.5272727272727272;0.5
survivor-run_17;0;458;1;65;52;102;62;0.5076923076923077;0.5
survivor-run_18;0;311;1;77;52;102;62;0.5064935064935064;0.5
survivor-run_19;0;144;1;86;52;102;62;0.5116279069767442;0.5
